"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"964","12","1-May","Sim #14","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"965","12","30-Apr","Sim #13","G","","G","G","F","F","G","F","F","F","F","F","F","F","","F","","G","","G","","","G","","G","F","G","G","","G","","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"966","12","27-Apr","Flight #7","G","G","G","G","G","G","G","F","G","G","F","G","G","G","G","G","","G","G","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"967","12","27-Apr","Sim #12","G","G","G","G","F","F","F","F","F","F","F","F","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"968","12","25-Apr","Flight #6","G","F","F","G","G","F","F","F","G","F","F","F","F","F","F","F","","G","","G","","","","","G","G","G","G","","","","","","F","","","","G","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"969","12","25-Apr","Sim #11","G","G","G","F","G","G","F","G","F","G","F","F","G","F","F","G","","G","","F","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"970","12","24-Apr","Sim #10","G","G","F","F","G","F","G","F","G","G","F","G","G","F","F","G","","F","F","F","","F","U","","","","","F","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"971","12","20-Apr","Flight #5","F","U","G","F","F","F","","F","F","F","F","F","F","F","F","G","","","","","","","","","G","","","","","F","","G","F","G","","","","","","","","","","","","","","","","","","","","F","","","F","F","G","F","F","","F","","","","F","U","","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"972","12","19-Apr","Sim #9","F","F","F","G","F","U","F","F","U","F","F","U","F","F","F","F","","","","","","","","","F","","","","F","F","","F","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"973","12","18-Apr","Sim #8","F","F","F","F","F","F","","F","F","","F","U","U","F","F","F","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","F","","","","G","F","F","F","","F","","U","F","F","F","","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"974","12","18-Apr","Sim #6","F","U","F","G","F","F","","U","F","F","U","U","F","F","F","F","","G","","F","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","F","","F","F","","U","","U","","U","","","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"975","12","18-Apr","Flight #4","F","F","G","F","F","F","F","F","F","F","F","F","F","F","F","F","","G","","E","","","","","","F","F","G","G","","G","NG","","NG","F","E","","F","G","","","","","","","","","","","","","","","NG","","","U","","","U","","","F","","","NG","","","","NG","","","NG","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"976","12","17-Apr","Sim #7","F","G","F","F","F","F","F","F","F","F","U","U","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","U","U","","U","","U","","F","U","F","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"977","12","16-Apr","Flight #3","F","G","F","G","G","G","F","F","F","G","F","F","F","U","F","F","","G","","G","","G","F","","","","","","","","","","","","","","","","","","","","","","","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"978","12","12-Apr","Sim #5","F","","","F","F","F","F","F","F","","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","F","G","F","G","G","","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"979","12","11-Apr","Flight #2","F","U","F","F","F","U","F","F","U","F","U","U","U","F","F","G","","F","","G","","","","","F","F","G","F","F","","","","","","","F","","G","F","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"980","12","10-Apr","Sim #4","F","G","G","F","F","F","F","U","F","F","F","U","F","F","F","F","","G","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"981","12","9-Apr","Sim #3","F","F","F","","F","F","","F","F","","F","U","U","U","F","F","","F","","F","","F","","","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"982","12","6-Apr","Flight #1","NG","U","F","F","F","U","F","U","U","U","U","U","U","U","F","G","","","","F","","","","","F","F","F","","","","F","","","","","","","F","F","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"983","12","5-Apr","Sim #2","U","F","F","F","U","U","F","U","F","F","U","F","U","U","F","F","","","","F","","","","","","","","","","","","","","","","","","","","","F","U","F","","","","","U","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"984","12","4-Apr","Sim #1","U","F","F","U","U","U","U","U","F","U","U","F","U","U","F","F","","F","","U","","","","","U","F","","U","","","F","","","","","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"985","13","6-Aug","Flight #48","G","U","G","G","G","F","G","G","U","G","G","G","F","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"986","13","6-Aug","Flight #47","F","G","E","G","F","F","F","G","G","E","G","G","G","F","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"987","13","1-Aug","Flight #46","E","E","NG","E","G","G","E","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"988","13","1-Aug","Flight #45","E","E","NG","G","G","G","E","E","G","G","G","G","G","G","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"989","13","31-Jul","Sim #45","F","F","F","NG","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","","","G","F","S"
"990","13","31-Jul","Sim #44","F","F","F","F","F","F","F","F","F","F","F","F","F","G","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","","","F","F","S"
